,WRK,SEX,DEAR,DEYE,ACCESSINET,SCHL,SOC code,Occupational title,Average wage,Annual wage
398,1,1,2,1,1,19,111021,General and Operations Managers,64.76,134690.0
399,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
400,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
401,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
402,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
403,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
404,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
405,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
406,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
407,1,1,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
408,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
409,2,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
410,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
411,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
412,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
413,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
414,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
415,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
416,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
417,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
418,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
419,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
420,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
421,1,1,1,2,1,16,111021,General and Operations Managers,64.76,134690.0
422,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
423,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
424,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
425,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
426,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
427,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
428,1,1,2,2,1,14,111021,General and Operations Managers,64.76,134690.0
429,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
430,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
431,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
432,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
433,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
434,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
435,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
436,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
437,2,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
438,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
439,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
440,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
441,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
442,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
443,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
444,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
445,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
446,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
447,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
448,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
449,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
450,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
451,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
452,1,1,2,2,1,24,111021,General and Operations Managers,64.76,134690.0
453,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
454,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
455,2,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
456,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
457,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
458,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
459,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
460,1,1,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
461,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
462,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
463,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
464,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
465,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
466,1,1,2,2,1,23,111021,General and Operations Managers,64.76,134690.0
467,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
468,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
469,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
470,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
471,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
472,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
473,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
474,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
475,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
476,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
477,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
478,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
479,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
480,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
481,2,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
482,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
483,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
484,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
485,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
486,1,1,2,2,1,14,111021,General and Operations Managers,64.76,134690.0
487,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
488,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
489,1,1,1,2,1,19,111021,General and Operations Managers,64.76,134690.0
490,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
491,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
492,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
493,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
494,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
495,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
496,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
497,2,1,1,2,1,20,111021,General and Operations Managers,64.76,134690.0
498,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
499,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
500,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
501,1,1,2,1,1,21,111021,General and Operations Managers,64.76,134690.0
502,2,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
503,1,2,2,2,1,24,111021,General and Operations Managers,64.76,134690.0
504,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
505,1,1,1,2,1,24,111021,General and Operations Managers,64.76,134690.0
506,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
507,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
508,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
509,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
510,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
511,1,1,2,1,1,19,111021,General and Operations Managers,64.76,134690.0
512,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
513,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
514,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
515,1,1,2,2,3,21,111021,General and Operations Managers,64.76,134690.0
516,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
517,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
518,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
519,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
520,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
521,1,1,2,2,1,14,111021,General and Operations Managers,64.76,134690.0
522,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
523,1,1,1,2,1,18,111021,General and Operations Managers,64.76,134690.0
524,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
525,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
526,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
527,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
528,2,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
529,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
530,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
531,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
532,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
533,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
534,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
535,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
536,2,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
537,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
538,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
539,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
540,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
541,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
542,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
543,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
544,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
545,1,2,1,2,1,21,111021,General and Operations Managers,64.76,134690.0
546,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
547,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
548,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
549,2,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
550,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
551,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
552,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
553,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
554,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
555,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
556,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
557,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
558,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
559,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
560,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
561,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
562,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
563,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
564,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
565,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
566,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
567,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
568,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
569,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
570,2,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
571,1,1,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
572,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
573,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
574,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
575,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
576,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
577,2,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
578,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
579,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
580,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
581,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
582,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
583,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
584,2,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
585,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
586,2,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
587,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
588,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
589,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
590,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
591,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
592,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
593,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
594,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
595,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
596,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
597,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
598,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
599,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
600,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
601,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
602,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
603,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
604,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
605,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
606,2,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
607,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
608,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
609,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
610,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
611,2,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
612,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
613,1,1,1,1,1,22,111021,General and Operations Managers,64.76,134690.0
614,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
615,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
616,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
617,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
618,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
619,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
620,1,2,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
621,1,1,1,2,1,19,111021,General and Operations Managers,64.76,134690.0
622,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
623,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
624,1,2,1,2,1,18,111021,General and Operations Managers,64.76,134690.0
625,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
626,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
627,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
628,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
629,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
630,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
631,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
632,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
633,1,1,2,1,1,16,111021,General and Operations Managers,64.76,134690.0
634,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
